Name,Type 1 Departments - Major A&E,Percentage in 4 hours or less (type 1),Month,Year,Max temp,Avrg temp,Min temp,Population,Age 0 to 4,Age 5 to 9,Age 10 to 14,Age 15 to 19,Age 20 to 24,Age 25 to 29,Age 30 to 34,Age 35 to 39,Age 40 to 44,Age 45 to 49,Age 50 to 54,Age 55 to 59,Age 60 to 64,Age 65 to 69,Age 70 to 74,Age 75 to 79,Age 80 to 84,Age 85+,BME ,Budget
Leeds Teaching Hospitals NHS Trust,15724,0.694644155,1,2022,8,5,3,826495,47630,50416,49052,52647,71739,61681,61681,57606,52622,49969,51705,49052,41423,34299,35076,24422,17910,17505,124786,1843988000
Leeds Teaching Hospitals NHS Trust,15798,0.721577442,2,2022,9,6,4,826495,47630,50416,49052,52647,71739,61681,61681,57606,52622,49969,51705,49052,41423,34299,35076,24422,17910,17505,124786,1843988000
Leeds Teaching Hospitals NHS Trust,19157,0.688158421,3,2022,11,7,4,826495,47630,50416,49052,52647,71739,61681,61681,57606,52622,49969,51705,49052,41423,34299,35076,24422,17910,17505,124786,1843988000
Leeds Teaching Hospitals NHS Trust,17412,0.686687307,4,2022,13,9,5,826495,47630,50416,49052,52647,71739,61681,61681,57606,52622,49969,51705,49052,41423,34299,35076,24422,17910,17505,124786,1843988000
Leeds Teaching Hospitals NHS Trust,18918,0.677598352,5,2022,16,12,9,826495,47630,50416,49052,52647,71739,61681,61681,57606,52622,49969,51705,49052,41423,34299,35076,24422,17910,17505,124786,1843988000
Leeds Teaching Hospitals NHS Trust,18347,0.663056684,6,2022,20,15,10,826495,47630,50416,49052,52647,71739,61681,61681,57606,52622,49969,51705,49052,41423,34299,35076,24422,17910,17505,124786,1843988000
Leeds Teaching Hospitals NHS Trust,18333,0.675836199,7,2022,23,18,14,826495,47630,50416,49052,52647,71739,61681,61681,57606,52622,49969,51705,49052,41423,34299,35076,24422,17910,17505,124786,1843988000
Leeds Teaching Hospitals NHS Trust,17134,0.681604302,8,2022,23,18,14,826495,47630,50416,49052,52647,71739,61681,61681,57606,52622,49969,51705,49052,41423,34299,35076,24422,17910,17505,124786,1843988000
Leeds Teaching Hospitals NHS Trust,16812,0.693046729,9,2022,18,14,11,826495,47630,50416,49052,52647,71739,61681,61681,57606,52622,49969,51705,49052,41423,34299,35076,24422,17910,17505,124786,1843988000
Leeds Teaching Hospitals NHS Trust,17879,0.696973865,10,2022,16,13,10,826495,47630,50416,49052,52647,71739,61681,61681,57606,52622,49969,51705,49052,41423,34299,35076,24422,17910,17505,124786,1843988000
Leeds Teaching Hospitals NHS Trust,18145,0.688498934,11,2022,11,9,7,826495,47630,50416,49052,52647,71739,61681,61681,57606,52622,49969,51705,49052,41423,34299,35076,24422,17910,17505,124786,1843988000
Leeds Teaching Hospitals NHS Trust,17954,0.656098125,12,2022,6,4,2,826495,47630,50416,49052,52647,71739,61681,61681,57606,52622,49969,51705,49052,41423,34299,35076,24422,17910,17505,124786,1843988000
Leeds Teaching Hospitals NHS Trust,15805,0.741632946,1,2023,8,5,3,840990,48466,51300,49912,53571,72997,62763,62763,58617,53545,50846,52612,49912,42150,34901,35691,24851,18224,17812,125598,1967585000
Leeds Teaching Hospitals NHS Trust,15539,0.722262985,2,2023,10,7,4,840990,48466,51300,49912,53571,72997,62763,62763,58617,53545,50846,52612,49912,42150,34901,35691,24851,18224,17812,125598,1967585000
Leeds Teaching Hospitals NHS Trust,17467,0.735606426,3,2023,9,6,3,840990,48466,51300,49912,53571,72997,62763,62763,58617,53545,50846,52612,49912,42150,34901,35691,24851,18224,17812,125598,1967585000
Leeds Teaching Hospitals NHS Trust,15726,0.764968249,4,2023,12,8,5,840990,48466,51300,49912,53571,72997,62763,62763,58617,53545,50846,52612,49912,42150,34901,35691,24851,18224,17812,125598,1967585000
Leeds Teaching Hospitals NHS Trust,17671,0.744040151,5,2023,17,12,8,840990,48466,51300,49912,53571,72997,62763,62763,58617,53545,50846,52612,49912,42150,34901,35691,24851,18224,17812,125598,1967585000
Leeds Teaching Hospitals NHS Trust,17008,0.755715706,6,2023,22,16,11,840990,48466,51300,49912,53571,72997,62763,62763,58617,53545,50846,52612,49912,42150,34901,35691,24851,18224,17812,125598,1967585000
Leeds Teaching Hospitals NHS Trust,16878,0.743595264,7,2023,19,16,12,840990,48466,51300,49912,53571,72997,62763,62763,58617,53545,50846,52612,49912,42150,34901,35691,24851,18224,17812,125598,1967585000
Leeds Teaching Hospitals NHS Trust,16192,0.750151103,8,2023,20,16,13,840990,48466,51300,49912,53571,72997,62763,62763,58617,53545,50846,52612,49912,42150,34901,35691,24851,18224,17812,125598,1967585000
Leeds Teaching Hospitals NHS Trust,17009,0.72225574,9,2023,20,16,13,840990,48466,51300,49912,53571,72997,62763,62763,58617,53545,50846,52612,49912,42150,34901,35691,24851,18224,17812,125598,1967585000
Leeds Teaching Hospitals NHS Trust,18280,0.704951339,10,2023,14,12,9,840990,48466,51300,49912,53571,72997,62763,62763,58617,53545,50846,52612,49912,42150,34901,35691,24851,18224,17812,125598,1967585000
Leeds Teaching Hospitals NHS Trust,17164,0.727835052,11,2023,9,7,6,840990,48466,51300,49912,53571,72997,62763,62763,58617,53545,50846,52612,49912,42150,34901,35691,24851,18224,17812,125598,1967585000
Leeds Teaching Hospitals NHS Trust,17304,0.713922906,12,2023,8,7,5,840990,48466,51300,49912,53571,72997,62763,62763,58617,53545,50846,52612,49912,42150,34901,35691,24851,18224,17812,125598,1967585000
Leeds Teaching Hospitals NHS Trust,17379,0.759912414,1,2024,7,5,3,855486,49301,52184,50773,54494,74256,63844,63844,59627,54468,51722,53519,50773,42876,35502,36306,25279,18538,18119,126410,2091182000
Leeds Teaching Hospitals NHS Trust,17016,0.73104574,2,2024,9,7,5,855486,49301,52184,50773,54494,74256,63844,63844,59627,54468,51722,53519,50773,42876,35502,36306,25279,18538,18119,126410,2091182000
Leeds Teaching Hospitals NHS Trust,18036,0.76814687,3,2024,10,7,5,855486,49301,52184,50773,54494,74256,63844,63844,59627,54468,51722,53519,50773,42876,35502,36306,25279,18538,18119,126410,2091182000
Leeds Teaching Hospitals NHS Trust,16907,0.774447789,4,2024,12,8,5,855486,49301,52184,50773,54494,74256,63844,63844,59627,54468,51722,53519,50773,42876,35502,36306,25279,18538,18119,126410,2091182000
Leeds Teaching Hospitals NHS Trust,18702,0.752345625,5,2024,17,13,10,855486,49301,52184,50773,54494,74256,63844,63844,59627,54468,51722,53519,50773,42876,35502,36306,25279,18538,18119,126410,2091182000
