Name,Max temp,Avrg temp,Min temp,Population,Age 0 to 4,Age 5 to 9,Age 10 to 14,Age 15 to 19,Age 20 to 24,Age 25 to 29,Age 30 to 34,Age 35 to 39,Age 40 to 44,Age 45 to 49,Age 50 to 54,Age 55 to 59,Age 60 to 64,Age 65 to 69,Age 70 to 74,Age 75 to 79,Age 80 to 84,Age 85+,BME,Budget,Percentage in 4 hours or less (type 1),Type 1 Departments - Major A&E
Barts Health NHS Trust,11,9,7,2882122,171308,172062,173359,158482,190796,254491,261696,238063,215870,192237,185810,165433,130848,99144,87040,61389,45652,44384,1441061,2105000000,0.649658126,24350
Barts Health NHS Trust,10,8,6,2882122,171308,172062,173359,158482,190796,254491,261696,238063,215870,192237,185810,165433,130848,99144,87040,61389,45652,44384,1441061,2105000000,0.657648504,24700
Northumbria Healthcare NHS Foundation Trust,6,5,3,314964,13905,16352,17039,15375,13606,15571,16548,17039,17039,19291,22718,25266,24286,22132,22541,15471,10362,9385,4881,494000000,0.99,10060
Northumbria Healthcare NHS Foundation Trust,1,0,-2,314964,13905,16352,17039,15375,13606,15571,16548,17039,17039,19291,22718,25266,24286,22132,22541,15471,10362,9385,4881,494000000,0.930019881,10060
Northumbria Healthcare NHS Foundation Trust,5,3,1,315858,13945,16399,17087,15419,13645,15616,16595,17087,17087,19346,22782,25338,24355,22195,22605,15514,10391,9412,4895,494000000,0.971280415,10028
Northumbria Healthcare NHS Foundation Trust,7,5,3,315858,13945,16399,17087,15419,13645,15616,16595,17087,17087,19346,22782,25338,24355,22195,22605,15514,10391,9412,4895,494000000,0.969285999,10028
Northumbria Healthcare NHS Foundation Trust,9,6,3,315858,13945,16399,17087,15419,13645,15616,16595,17087,17087,19346,22782,25338,24355,22195,22605,15514,10391,9412,4895,494000000,0.941897095,11428
Northumbria Healthcare NHS Foundation Trust,14,10,6,315858,13945,16399,17087,15419,13645,15616,16595,17087,17087,19346,22782,25338,24355,22195,22605,15514,10391,9412,4895,494000000,0.96333573,11128
Northumbria Healthcare NHS Foundation Trust,14,11,7,315858,13945,16399,17087,15419,13645,15616,16595,17087,17087,19346,22782,25338,24355,22195,22605,15514,10391,9412,4895,494000000,0.953627524,10696
Northumbria Healthcare NHS Foundation Trust,16,12,8,315858,13945,16399,17087,15419,13645,15616,16595,17087,17087,19346,22782,25338,24355,22195,22605,15514,10391,9412,4895,494000000,0.988161302,10812
Northumbria Healthcare NHS Foundation Trust,17,14,10,315858,13945,16399,17087,15419,13645,15616,16595,17087,17087,19346,22782,25338,24355,22195,22605,15514,10391,9412,4895,494000000,0.983667409,10776
Northumbria Healthcare NHS Foundation Trust,17,14,11,315858,13945,16399,17087,15419,13645,15616,16595,17087,17087,19346,22782,25338,24355,22195,22605,15514,10391,9412,4895,494000000,0.977834302,11008
Northumbria Healthcare NHS Foundation Trust,17,13,10,315858,13945,16399,17087,15419,13645,15616,16595,17087,17087,19346,22782,25338,24355,22195,22605,15514,10391,9412,4895,494000000,0.986189802,11296
Northumbria Healthcare NHS Foundation Trust,14,11,8,315858,13945,16399,17087,15419,13645,15616,16595,17087,17087,19346,22782,25338,24355,22195,22605,15514,10391,9412,4895,494000000,0.879393285,10060
Northumbria Healthcare NHS Foundation Trust,11,9,7,315858,13945,16399,17087,15419,13645,15616,16595,17087,17087,19346,22782,25338,24355,22195,22605,15514,10391,9412,4895,494000000,0.988564669,10144
Northumbria Healthcare NHS Foundation Trust,7,5,3,315858,13945,16399,17087,15419,13645,15616,16595,17087,17087,19346,22782,25338,24355,22195,22605,15514,10391,9412,4895,494000000,0.983915261,10196
Northumbria Healthcare NHS Foundation Trust,7,4,2,316389,13968,16426,17116,15445,13668,15642,16623,17116,17116,19378,22821,25380,24396,22232,22643,15541,10409,9428,4904,494000000,0.981088383,10364
Northumbria Healthcare NHS Foundation Trust,7,4,2,316389,13968,16426,17116,15445,13668,15642,16623,17116,17116,19378,22821,25380,24396,22232,22643,15541,10409,9428,4904,494000000,0.969079665,10996
Northumbria Healthcare NHS Foundation Trust,12,8,4,316389,13968,16426,17116,15445,13668,15642,16623,17116,17116,19378,22821,25380,24396,22232,22643,15541,10409,9428,4904,494000000,0.879393285,10060
Northumbria Healthcare NHS Foundation Trust,9,6,3,316389,13968,16426,17116,15445,13668,15642,16623,17116,17116,19378,22821,25380,24396,22232,22643,15541,10409,9428,4904,494000000,0.987130961,10568
Northumbria Healthcare NHS Foundation Trust,12,9,5,316389,13968,16426,17116,15445,13668,15642,16623,17116,17116,19378,22821,25380,24396,22232,22643,15541,10409,9428,4904,494000000,0.986714542,11140
Northumbria Healthcare NHS Foundation Trust,14,12,9,316389,13968,16426,17116,15445,13668,15642,16623,17116,17116,19378,22821,25380,24396,22232,22643,15541,10409,9428,4904,494000000,0.980854701,11700
Northumbria Healthcare NHS Foundation Trust,16,14,10,316389,13968,16426,17116,15445,13668,15642,16623,17116,17116,19378,22821,25380,24396,22232,22643,15541,10409,9428,4904,494000000,0.977906186,11768
Northumbria Healthcare NHS Foundation Trust,18,15,12,316389,13968,16426,17116,15445,13668,15642,16623,17116,17116,19378,22821,25380,24396,22232,22643,15541,10409,9428,4904,494000000,0.975061468,11388
Northumbria Healthcare NHS Foundation Trust,15,12,9,316389,13968,16426,17116,15445,13668,15642,16623,17116,17116,19378,22821,25380,24396,22232,22643,15541,10409,9428,4904,494000000,0.981091687,11212
Northumbria Healthcare NHS Foundation Trust,11,8,5,316389,13968,16426,17116,15445,13668,15642,16623,17116,17116,19378,22821,25380,24396,22232,22643,15541,10409,9428,4904,494000000,0.979101358,11484
Northumbria Healthcare NHS Foundation Trust,8,6,4,316389,13968,16426,17116,15445,13668,15642,16623,17116,17116,19378,22821,25380,24396,22232,22643,15541,10409,9428,4904,494000000,0.98021309,10512
Northumbria Healthcare NHS Foundation Trust,6,4,2,316389,13968,16426,17116,15445,13668,15642,16623,17116,17116,19378,22821,25380,24396,22232,22643,15541,10409,9428,4904,494000000,0.960199005,11256
Northumbria Healthcare NHS Foundation Trust,5,3,1,316448,13971,16429,17119,15448,13670,15645,16626,17119,17119,19382,22825,25385,24401,22236,22648,15543,10411,9430,4904,494000000,0.984161901,9092
Northumbria Healthcare NHS Foundation Trust,5,3,1,316448,13971,16429,17119,15448,13670,15645,16626,17119,17119,19382,22825,25385,24401,22236,22648,15543,10411,9430,4904,494000000,0.975323625,9888
Northumbria Healthcare NHS Foundation Trust,4,2,0,316448,13971,16429,17119,15448,13670,15645,16626,17119,17119,19382,22825,25385,24401,22236,22648,15543,10411,9430,4904,494000000,0.980078125,10240
Northumbria Healthcare NHS Foundation Trust,9,6,3,316448,13971,16429,17119,15448,13670,15645,16626,17119,17119,19382,22825,25385,24401,22236,22648,15543,10411,9430,4904,494000000,0.969429348,11776
Northumbria Healthcare NHS Foundation Trust,13,9,5,316448,13971,16429,17119,15448,13670,15645,16626,17119,17119,19382,22825,25385,24401,22236,22648,15543,10411,9430,4904,494000000,0.981276271,10468
Northumbria Healthcare NHS Foundation Trust,16,12,8,316448,13971,16429,17119,15448,13670,15645,16626,17119,17119,19382,22825,25385,24401,22236,22648,15543,10411,9430,4904,494000000,0.990689655,11600
Northumbria Healthcare NHS Foundation Trust,21,17,12,316448,13971,16429,17119,15448,13670,15645,16626,17119,17119,19382,22825,25385,24401,22236,22648,15543,10411,9430,4904,494000000,0.972826087,11776
Northumbria Healthcare NHS Foundation Trust,19,16,12,316448,13971,16429,17119,15448,13670,15645,16626,17119,17119,19382,22825,25385,24401,22236,22648,15543,10411,9430,4904,494000000,0.972130546,10908
Northumbria Healthcare NHS Foundation Trust,16,12,10,316448,13971,16429,17119,15448,13670,15645,16626,17119,17119,19382,22825,25385,24401,22236,22648,15543,10411,9430,4904,494000000,0.968428521,11276
Northumbria Healthcare NHS Foundation Trust,13,11,9,316448,13971,16429,17119,15448,13670,15645,16626,17119,17119,19382,22825,25385,24401,22236,22648,15543,10411,9430,4904,494000000,0.975209624,10972
Northumbria Healthcare NHS Foundation Trust,8,6,3,316448,13971,16429,17119,15448,13670,15645,16626,17119,17119,19382,22825,25385,24401,22236,22648,15543,10411,9430,4904,494000000,0.982308002,9948
Northumbria Healthcare NHS Foundation Trust,8,6,4,316448,13971,16429,17119,15448,13670,15645,16626,17119,17119,19382,22825,25385,24401,22236,22648,15543,10411,9430,4904,494000000,0.971855011,9380
Northumbria Healthcare NHS Foundation Trust,6,4,3,316621,13978,16438,17129,15456,13678,15653,16635,17129,17129,19393,22837,25399,24414,22248,22660,15552,10416,9435,4907,494000000,0.955492038,9796
Northumbria Healthcare NHS Foundation Trust,7,5,3,316621,13978,16438,17129,15456,13678,15653,16635,17129,17129,19393,22837,25399,24414,22248,22660,15552,10416,9435,4907,494000000,0.962383613,10740
Northumbria Healthcare NHS Foundation Trust,10,7,3,316621,13978,16438,17129,15456,13678,15653,16635,17129,17129,19393,22837,25399,24414,22248,22660,15552,10416,9435,4907,494000000,0.946912243,11076
Northumbria Healthcare NHS Foundation Trust,12,9,6,316621,13978,16438,17129,15456,13678,15653,16635,17129,17129,19393,22837,25399,24414,22248,22660,15552,10416,9435,4907,494000000,0.976091476,11544
Northumbria Healthcare NHS Foundation Trust,14,11,7,316621,13978,16438,17129,15456,13678,15653,16635,17129,17129,19393,22837,25399,24414,22248,22660,15552,10416,9435,4907,494000000,0.956201939,11964
Northumbria Healthcare NHS Foundation Trust,17,14,10,316621,13978,16438,17129,15456,13678,15653,16635,17129,17129,19393,22837,25399,24414,22248,22660,15552,10416,9435,4907,494000000,0.953151331,11868
Northumbria Healthcare NHS Foundation Trust,20,16,11,316621,13978,16438,17129,15456,13678,15653,16635,17129,17129,19393,22837,25399,24414,22248,22660,15552,10416,9435,4907,494000000,0.961432507,11616
Northumbria Healthcare NHS Foundation Trust,17,14,10,316621,13978,16438,17129,15456,13678,15653,16635,17129,17129,19393,22837,25399,24414,22248,22660,15552,10416,9435,4907,494000000,0.941066066,10656
Northumbria Healthcare NHS Foundation Trust,17,14,10,316621,13978,16438,17129,15456,13678,15653,16635,17129,17129,19393,22837,25399,24414,22248,22660,15552,10416,9435,4907,494000000,0.96652877,10636
Northumbria Healthcare NHS Foundation Trust,14,11,9,316621,13978,16438,17129,15456,13678,15653,16635,17129,17129,19393,22837,25399,24414,22248,22660,15552,10416,9435,4907,494000000,0.978229318,11024
Northumbria Healthcare NHS Foundation Trust,10,8,6,316621,13978,16438,17129,15456,13678,15653,16635,17129,17129,19393,22837,25399,24414,22248,22660,15552,10416,9435,4907,494000000,0.964231928,10624
Northumbria Healthcare NHS Foundation Trust,7,5,3,316621,13978,16438,17129,15456,13678,15653,16635,17129,17129,19393,22837,25399,24414,22248,22660,15552,10416,9435,4907,494000000,0.901975978,10324
Northumbria Healthcare NHS Foundation Trust,7,4,2,316661,13980,16441,17131,15458,13679,15655,16637,17131,17131,19395,22840,25402,24417,22251,22663,15554,10418,9436,4908,494000000,0.958762887,10088
Northumbria Healthcare NHS Foundation Trust,7,4,2,316661,13980,16441,17131,15458,13679,15655,16637,17131,17131,19395,22840,25402,24417,22251,22663,15554,10418,9436,4908,494000000,0.909582689,10352
Northumbria Healthcare NHS Foundation Trust,9,6,3,316661,13980,16441,17131,15458,13679,15655,16637,17131,17131,19395,22840,25402,24417,22251,22663,15554,10418,9436,4908,494000000,0.972963483,11392
Northumbria Healthcare NHS Foundation Trust,16,13,9,316661,13980,16441,17131,15458,13679,15655,16637,17131,17131,19395,22840,25402,24417,22251,22663,15554,10418,9436,4908,494000000,0.973332272,12562
Northumbria Healthcare NHS Foundation Trust,18,14,11,316661,13980,16441,17131,15458,13679,15655,16637,17131,17131,19395,22840,25402,24417,22251,22663,15554,10418,9436,4908,494000000,0.976139448,13998
Northumbria Healthcare NHS Foundation Trust,19,15,12,316661,13980,16441,17131,15458,13679,15655,16637,17131,17131,19395,22840,25402,24417,22251,22663,15554,10418,9436,4908,494000000,0.970751787,13847
Northumbria Healthcare NHS Foundation Trust,15,12,9,316661,13980,16441,17131,15458,13679,15655,16637,17131,17131,19395,22840,25402,24417,22251,22663,15554,10418,9436,4908,494000000,0.971639415,13822
Northumbria Healthcare NHS Foundation Trust,14,11,8,316661,13980,16441,17131,15458,13679,15655,16637,17131,17131,19395,22840,25402,24417,22251,22663,15554,10418,9436,4908,494000000,0.947722967,14251
Northumbria Healthcare NHS Foundation Trust,11,9,7,316661,13980,16441,17131,15458,13679,15655,16637,17131,17131,19395,22840,25402,24417,22251,22663,15554,10418,9436,4908,494000000,0.952423766,13347
Northumbria Healthcare NHS Foundation Trust,10,8,6,316661,13980,16441,17131,15458,13679,15655,16637,17131,17131,19395,22840,25402,24417,22251,22663,15554,10418,9436,4908,494000000,0.933150645,13867
Northumbria Healthcare NHS Foundation Trust,7,5,3,316981,13994,16457,17148,15474,13693,15671,16654,17148,17148,19415,22863,25428,24442,22274,22686,15570,10428,9446,4913,494000000,0.898141679,14314
Northumbria Healthcare NHS Foundation Trust,7,4,2,316981,13994,16457,17148,15474,13693,15671,16654,17148,17148,19415,22863,25428,24442,22274,22686,15570,10428,9446,4913,494000000,0.879032845,13731
Northumbria Healthcare NHS Foundation Trust,9,6,3,316981,13994,16457,17148,15474,13693,15671,16654,17148,17148,19415,22863,25428,24442,22274,22686,15570,10428,9446,4913,494000000,0.888947577,15146
Northumbria Healthcare NHS Foundation Trust,10,7,4,316981,13994,16457,17148,15474,13693,15671,16654,17148,17148,19415,22863,25428,24442,22274,22686,15570,10428,9446,4913,494000000,0.946502058,13608
Northumbria Healthcare NHS Foundation Trust,14,10,7,316981,13994,16457,17148,15474,13693,15671,16654,17148,17148,19415,22863,25428,24442,22274,22686,15570,10428,9446,4913,537000000,0.964209827,15060
Northumbria Healthcare NHS Foundation Trust,16,13,9,316981,13994,16457,17148,15474,13693,15671,16654,17148,17148,19415,22863,25428,24442,22274,22686,15570,10428,9446,4913,537000000,0.947758037,14184
Northumbria Healthcare NHS Foundation Trust,18,15,12,316981,13994,16457,17148,15474,13693,15671,16654,17148,17148,19415,22863,25428,24442,22274,22686,15570,10428,9446,4913,537000000,0.961457924,15282
Northumbria Healthcare NHS Foundation Trust,19,15,12,316981,13994,16457,17148,15474,13693,15671,16654,17148,17148,19415,22863,25428,24442,22274,22686,15570,10428,9446,4913,537000000,0.94336658,14638
Northumbria Healthcare NHS Foundation Trust,18,15,12,316981,13994,16457,17148,15474,13693,15671,16654,17148,17148,19415,22863,25428,24442,22274,22686,15570,10428,9446,4913,537000000,0.949816401,14706
Northumbria Healthcare NHS Foundation Trust,13,10,8,316981,13994,16457,17148,15474,13693,15671,16654,17148,17148,19415,22863,25428,24442,22274,22686,15570,10428,9446,4913,537000000,0.925227838,14484
Northumbria Healthcare NHS Foundation Trust,8,6,4,316981,13994,16457,17148,15474,13693,15671,16654,17148,17148,19415,22863,25428,24442,22274,22686,15570,10428,9446,4913,537000000,0.93399244,13756
Northumbria Healthcare NHS Foundation Trust,9,7,5,316981,13994,16457,17148,15474,13693,15671,16654,17148,17148,19415,22863,25428,24442,22274,22686,15570,10428,9446,4913,537000000,0.758352668,8620
Northumbria Healthcare NHS Foundation Trust,7,5,3,318254,14050,16523,17217,15536,13748,15734,16721,17217,17217,19493,22955,25530,24540,22363,22777,15632,10470,9483,4932,537000000,0.816268767,8126
Northumbria Healthcare NHS Foundation Trust,8,6,4,318254,14050,16523,17217,15536,13748,15734,16721,17217,17217,19493,22955,25530,24540,22363,22777,15632,10470,9483,4932,537000000,0.827600789,7094
Northumbria Healthcare NHS Foundation Trust,10,7,5,318254,14050,16523,17217,15536,13748,15734,16721,17217,17217,19493,22955,25530,24540,22363,22777,15632,10470,9483,4932,537000000,0.918765133,8260
Northumbria Healthcare NHS Foundation Trust,11,8,5,318254,14050,16523,17217,15536,13748,15734,16721,17217,17217,19493,22955,25530,24540,22363,22777,15632,10470,9483,4932,537000000,0.84209875,8081
Northumbria Healthcare NHS Foundation Trust,15,12,8,318254,14050,16523,17217,15536,13748,15734,16721,17217,17217,19493,22955,25530,24540,22363,22777,15632,10470,9483,4932,528464000,0.852630285,8136
Northumbria Healthcare NHS Foundation Trust,18,14,11,318254,14050,16523,17217,15536,13748,15734,16721,17217,17217,19493,22955,25530,24540,22363,22777,15632,10470,9483,4932,528464000,0.921341311,8022
Northumbria Healthcare NHS Foundation Trust,18,15,12,318254,14050,16523,17217,15536,13748,15734,16721,17217,17217,19493,22955,25530,24540,22363,22777,15632,10470,9483,4932,528464000,0.901485631,8212
Northumbria Healthcare NHS Foundation Trust,19,16,13,318254,14050,16523,17217,15536,13748,15734,16721,17217,17217,19493,22955,25530,24540,22363,22777,15632,10470,9483,4932,528464000,0.903973098,8029
Northumbria Healthcare NHS Foundation Trust,16,14,11,318254,14050,16523,17217,15536,13748,15734,16721,17217,17217,19493,22955,25530,24540,22363,22777,15632,10470,9483,4932,528464000,0.910803537,7803
Northumbria Healthcare NHS Foundation Trust,15,13,10,318254,14050,16523,17217,15536,13748,15734,16721,17217,17217,19493,22955,25530,24540,22363,22777,15632,10470,9483,4932,528464000,0.896981088,8513
Northumbria Healthcare NHS Foundation Trust,9,7,5,318254,14050,16523,17217,15536,13748,15734,16721,17217,17217,19493,22955,25530,24540,22363,22777,15632,10470,9483,4932,528464000,0.89746988,8300
Northumbria Healthcare NHS Foundation Trust,7,5,3,318254,14050,16523,17217,15536,13748,15734,16721,17217,17217,19493,22955,25530,24540,22363,22777,15632,10470,9483,4932,528464000,0.843093004,8419
Northumbria Healthcare NHS Foundation Trust,7,5,3,318440,14059,16533,17227,15545,13756,15743,16730,17227,17227,19504,22969,25545,24554,22376,22790,15641,10476,9489,4935,528464000,0.833948794,8124
Northumbria Healthcare NHS Foundation Trust,5,3,1,318440,14059,16533,17227,15545,13756,15743,16730,17227,17227,19504,22969,25545,24554,22376,22790,15641,10476,9489,4935,528464000,0.789199305,7481
Northumbria Healthcare NHS Foundation Trust,6,4,2,318440,14059,16533,17227,15545,13756,15743,16730,17227,17227,19504,22969,25545,24554,22376,22790,15641,10476,9489,4935,528464000,0.850889851,8316
Northumbria Healthcare NHS Foundation Trust,11,9,6,318440,14059,16533,17227,15545,13756,15743,16730,17227,17227,19504,22969,25545,24554,22376,22790,15641,10476,9489,4935,528464000,0.988392166,8322
Northumbria Healthcare NHS Foundation Trust,16,13,9,318440,14059,16533,17227,15545,13756,15743,16730,17227,17227,19504,22969,25545,24554,22376,22790,15641,10476,9489,4935,564500000,0.984522646,8967
Northumbria Healthcare NHS Foundation Trust,18,15,11,318440,14059,16533,17227,15545,13756,15743,16730,17227,17227,19504,22969,25545,24554,22376,22790,15641,10476,9489,4935,564500000,0.976320273,8636
Northumbria Healthcare NHS Foundation Trust,21,18,14,318440,14059,16533,17227,15545,13756,15743,16730,17227,17227,19504,22969,25545,24554,22376,22790,15641,10476,9489,4935,564500000,0.97467024,9290
Northumbria Healthcare NHS Foundation Trust,19,16,14,318440,14059,16533,17227,15545,13756,15743,16730,17227,17227,19504,22969,25545,24554,22376,22790,15641,10476,9489,4935,564500000,0.979065211,8938
Northumbria Healthcare NHS Foundation Trust,16,13,11,318440,14059,16533,17227,15545,13756,15743,16730,17227,17227,19504,22969,25545,24554,22376,22790,15641,10476,9489,4935,564500000,0.950748848,8683
Northumbria Healthcare NHS Foundation Trust,14,11,8,318440,14059,16533,17227,15545,13756,15743,16730,17227,17227,19504,22969,25545,24554,22376,22790,15641,10476,9489,4935,564500000,0.964612758,9077
Northumbria Healthcare NHS Foundation Trust,11,9,7,318440,14059,16533,17227,15545,13756,15743,16730,17227,17227,19504,22969,25545,24554,22376,22790,15641,10476,9489,4935,564500000,0.947285157,8758
Northumbria Healthcare NHS Foundation Trust,8,6,5,318440,14059,16533,17227,15545,13756,15743,16730,17227,17227,19504,22969,25545,24554,22376,22790,15641,10476,9489,4935,564500000,0.938217928,9198
Northumbria Healthcare NHS Foundation Trust,6,5,3,319010,14084,16562,17258,15573,13781,15771,16760,17258,17258,19539,23010,25590,24598,22416,22831,15669,10495,9506,4944,564500000,0.931270393,9414
Northumbria Healthcare NHS Foundation Trust,10,7,5,319010,14084,16562,17258,15573,13781,15771,16760,17258,17258,19539,23010,25590,24598,22416,22831,15669,10495,9506,4944,564500000,0.936171455,8365
Northumbria Healthcare NHS Foundation Trust,10,8,5,319010,14084,16562,17258,15573,13781,15771,16760,17258,17258,19539,23010,25590,24598,22416,22831,15669,10495,9506,4944,564500000,0.951609476,9079
Northumbria Healthcare NHS Foundation Trust,12,9,6,319010,14084,16562,17258,15573,13781,15771,16760,17258,17258,19539,23010,25590,24598,22416,22831,15669,10495,9506,4944,564500000,0.934991433,9096
Northumbria Healthcare NHS Foundation Trust,14,11,8,319010,14084,16562,17258,15573,13781,15771,16760,17258,17258,19539,23010,25590,24598,22416,22831,15669,10495,9506,4944,587534000,0.928186075,9173
Northumbria Healthcare NHS Foundation Trust,17,14,11,319010,14084,16562,17258,15573,13781,15771,16760,17258,17258,19539,23010,25590,24598,22416,22831,15669,10495,9506,4944,587534000,0.917937622,9001
Northumbria Healthcare NHS Foundation Trust,21,17,14,319010,14084,16562,17258,15573,13781,15771,16760,17258,17258,19539,23010,25590,24598,22416,22831,15669,10495,9506,4944,587534000,0.950091267,9501
Northumbria Healthcare NHS Foundation Trust,20,17,14,319010,14084,16562,17258,15573,13781,15771,16760,17258,17258,19539,23010,25590,24598,22416,22831,15669,10495,9506,4944,587534000,0.953232671,8904
Northumbria Healthcare NHS Foundation Trust,17,14,11,319010,14084,16562,17258,15573,13781,15771,16760,17258,17258,19539,23010,25590,24598,22416,22831,15669,10495,9506,4944,587534000,0.953899407,8907
Northumbria Healthcare NHS Foundation Trust,12,10,8,319010,14084,16562,17258,15573,13781,15771,16760,17258,17258,19539,23010,25590,24598,22416,22831,15669,10495,9506,4944,587534000,0.956521739,9239
Northumbria Healthcare NHS Foundation Trust,10,8,6,319010,14084,16562,17258,15573,13781,15771,16760,17258,17258,19539,23010,25590,24598,22416,22831,15669,10495,9506,4944,587534000,0.924362074,9363
Northumbria Healthcare NHS Foundation Trust,8,7,5,319010,14084,16562,17258,15573,13781,15771,16760,17258,17258,19539,23010,25590,24598,22416,22831,15669,10495,9506,4944,587534000,0.927231565,9286
Northumbria Healthcare NHS Foundation Trust,8,6,4,319500,14105,16588,17284,15597,13802,15796,16786,17284,17284,19569,23045,25630,24636,22451,22866,15693,10511,9521,4952,587534000,0.937223206,8811
Northumbria Healthcare NHS Foundation Trust,8,6,4,319500,14105,16588,17284,15597,13802,15796,16786,17284,17284,19569,23045,25630,24636,22451,22866,15693,10511,9521,4952,587534000,0.962031439,8030
Northumbria Healthcare NHS Foundation Trust,8,5,3,319500,14105,16588,17284,15597,13802,15796,16786,17284,17284,19569,23045,25630,24636,22451,22866,15693,10511,9521,4952,587534000,0.97026752,7044
Northumbria Healthcare NHS Foundation Trust,9,6,3,319500,14105,16588,17284,15597,13802,15796,16786,17284,17284,19569,23045,25630,24636,22451,22866,15693,10511,9521,4952,587534000,0.997026532,5047
Northumbria Healthcare NHS Foundation Trust,12,9,5,319500,14105,16588,17284,15597,13802,15796,16786,17284,17284,19569,23045,25630,24636,22451,22866,15693,10511,9521,4952,692822000,0.997185021,6310
Northumbria Healthcare NHS Foundation Trust,15,12,8,319500,14105,16588,17284,15597,13802,15796,16786,17284,17284,19569,23045,25630,24636,22451,22866,15693,10511,9521,4952,692822000,0.994602514,6920
Northumbria Healthcare NHS Foundation Trust,17,14,11,319500,14105,16588,17284,15597,13802,15796,16786,17284,17284,19569,23045,25630,24636,22451,22866,15693,10511,9521,4952,692822000,0.991486068,7727
Northumbria Healthcare NHS Foundation Trust,17,14,11,319500,14105,16588,17284,15597,13802,15796,16786,17284,17284,19569,23045,25630,24636,22451,22866,15693,10511,9521,4952,692822000,0.976786362,7997
Northumbria Healthcare NHS Foundation Trust,19,16,13,319500,14105,16588,17284,15597,13802,15796,16786,17284,17284,19569,23045,25630,24636,22451,22866,15693,10511,9521,4952,692822000,0.978072209,7557
Northumbria Healthcare NHS Foundation Trust,14,12,9,319500,14105,16588,17284,15597,13802,15796,16786,17284,17284,19569,23045,25630,24636,22451,22866,15693,10511,9521,4952,692822000,0.962054189,7515
Northumbria Healthcare NHS Foundation Trust,10,8,6,319500,14105,16588,17284,15597,13802,15796,16786,17284,17284,19569,23045,25630,24636,22451,22866,15693,10511,9521,4952,692822000,0.957120862,6878
Northumbria Healthcare NHS Foundation Trust,7,5,3,319500,14105,16588,17284,15597,13802,15796,16786,17284,17284,19569,23045,25630,24636,22451,22866,15693,10511,9521,4952,692822000,0.953911368,6811
Northumbria Healthcare NHS Foundation Trust,4,3,1,320000,14128,16614,17312,15621,13824,15820,16812,17312,17312,19600,23081,25670,24675,22486,22902,15718,10528,9536,4960,692822000,0.941646819,6428
Northumbria Healthcare NHS Foundation Trust,6,4,2,320000,14128,16614,17312,15621,13824,15820,16812,17312,17312,19600,23081,25670,24675,22486,22902,15718,10528,9536,4960,692822000,0.958207409,6145
Northumbria Healthcare NHS Foundation Trust,10,7,4,320000,14128,16614,17312,15621,13824,15820,16812,17312,17312,19600,23081,25670,24675,22486,22902,15718,10528,9536,4960,692822000,0.960117185,7329
Northumbria Healthcare NHS Foundation Trust,9,6,2,320000,14128,16614,17312,15621,13824,15820,16812,17312,17312,19600,23081,25670,24675,22486,22902,15718,10528,9536,4960,692822000,0.955576069,8007
Northumbria Healthcare NHS Foundation Trust,12,9,5,320000,14128,16614,17312,15621,13824,15820,16812,17312,17312,19600,23081,25670,24675,22486,22902,15718,10528,9536,4960,704984000,0.958455364,8514
Northumbria Healthcare NHS Foundation Trust,18,15,10,320000,14128,16614,17312,15621,13824,15820,16812,17312,17312,19600,23081,25670,24675,22486,22902,15718,10528,9536,4960,704984000,0.950244908,8724
Northumbria Healthcare NHS Foundation Trust,20,16,13,320000,14128,16614,17312,15621,13824,15820,16812,17312,17312,19600,23081,25670,24675,22486,22902,15718,10528,9536,4960,704984000,0.920205515,8624
Northumbria Healthcare NHS Foundation Trust,19,15,12,320000,14128,16614,17312,15621,13824,15820,16812,17312,17312,19600,23081,25670,24675,22486,22902,15718,10528,9536,4960,704984000,0.92700303,8432
Northumbria Healthcare NHS Foundation Trust,18,15,12,320000,14128,16614,17312,15621,13824,15820,16812,17312,17312,19600,23081,25670,24675,22486,22902,15718,10528,9536,4960,704984000,0.905893437,8716
Northumbria Healthcare NHS Foundation Trust,14,12,9,320000,14128,16614,17312,15621,13824,15820,16812,17312,17312,19600,23081,25670,24675,22486,22902,15718,10528,9536,4960,704984000,0.901449123,8983
Northumbria Healthcare NHS Foundation Trust,10,8,6,320000,14128,16614,17312,15621,13824,15820,16812,17312,17312,19600,23081,25670,24675,22486,22902,15718,10528,9536,4960,704984000,0.910080317,8209
Northumbria Healthcare NHS Foundation Trust,7,5,3,320000,14128,16614,17312,15621,13824,15820,16812,17312,17312,19600,23081,25670,24675,22486,22902,15718,10528,9536,4960,704984000,0.910027555,8456
Northumbria Healthcare NHS Foundation Trust,8,5,3,320540,14151,16642,17341,15648,13847,15847,16841,17341,17341,19633,23120,25713,24716,22524,22941,15744,10545,9552,4968,704984000,0.941158574,8182
Northumbria Healthcare NHS Foundation Trust,9,6,3,320540,14151,16642,17341,15648,13847,15847,16841,17341,17341,19633,23120,25713,24716,22524,22941,15744,10545,9552,4968,704984000,0.930654726,7753
Northumbria Healthcare NHS Foundation Trust,11,7,4,320540,14151,16642,17341,15648,13847,15847,16841,17341,17341,19633,23120,25713,24716,22524,22941,15744,10545,9552,4968,704984000,0.900031453,8987
