Name,Max temp,Avrg temp,Min temp,Population,Age 0 to 4,Age 5 to 9,Age 10 to 14,Age 15 to 19,Age 20 to 24,Age 25 to 29,Age 30 to 34,Age 35 to 39,Age 40 to 44,Age 45 to 49,Age 50 to 54,Age 55 to 59,Age 60 to 64,Age 65 to 69,Age 70 to 74,Age 75 to 79,Age 80 to 84,Age 85+,BME,Budget,Percentage in 4 hours or less (type 1),Type 1 Departments - Major A&E
Northumbria Healthcare NHS Foundation Trust,11,8,4,320540,14151,16642,17341,15648,13847,15847,16841,17341,17341,19633,23120,25713,24716,22524,22941,15744,10545,9552,4968,704984000,0.933789344,8424
Northumbria Healthcare NHS Foundation Trust,15,12,8,320540,14151,16642,17341,15648,13847,15847,16841,17341,17341,19633,23120,25713,24716,22524,22941,15744,10545,9552,4968,806090000,0.918199609,9148
Northumbria Healthcare NHS Foundation Trust,18,14,10,320540,14151,16642,17341,15648,13847,15847,16841,17341,17341,19633,23120,25713,24716,22524,22941,15744,10545,9552,4968,806090000,0.924306558,8899
Northumbria Healthcare NHS Foundation Trust,21,17,13,320540,14151,16642,17341,15648,13847,15847,16841,17341,17341,19633,23120,25713,24716,22524,22941,15744,10545,9552,4968,806090000,0.89520245,9214
Northumbria Healthcare NHS Foundation Trust,21,17,13,320540,14151,16642,17341,15648,13847,15847,16841,17341,17341,19633,23120,25713,24716,22524,22941,15744,10545,9552,4968,806090000,0.921532847,8626
Northumbria Healthcare NHS Foundation Trust,17,14,10,320540,14151,16642,17341,15648,13847,15847,16841,17341,17341,19633,23120,25713,24716,22524,22941,15744,10545,9552,4968,806090000,0.900159915,8578
Northumbria Healthcare NHS Foundation Trust,15,12,9,320540,14151,16642,17341,15648,13847,15847,16841,17341,17341,19633,23120,25713,24716,22524,22941,15744,10545,9552,4968,806090000,0.901801221,9349
Northumbria Healthcare NHS Foundation Trust,11,9,7,320540,14151,16642,17341,15648,13847,15847,16841,17341,17341,19633,23120,25713,24716,22524,22941,15744,10545,9552,4968,806090000,0.907419978,9143
Northumbria Healthcare NHS Foundation Trust,6,4,2,320540,14151,16642,17341,15648,13847,15847,16841,17341,17341,19633,23120,25713,24716,22524,22941,15744,10545,9552,4968,806090000,0.887963127,10342
Northumbria Healthcare NHS Foundation Trust,7,5,3,321080,14175,16670,17370,15674,13870,15874,16869,17370,17370,19666,23159,25757,24758,22562,22979,15771,10563,9568,4976,806090000,0.93532727,8476
Northumbria Healthcare NHS Foundation Trust,10,7,5,321080,14175,16670,17370,15674,13870,15874,16869,17370,17370,19666,23159,25757,24758,22562,22979,15771,10563,9568,4976,806090000,0.92325822,7986
Northumbria Healthcare NHS Foundation Trust,9,6,3,321080,14175,16670,17370,15674,13870,15874,16869,17370,17370,19666,23159,25757,24758,22562,22979,15771,10563,9568,4976,806090000,0.893034826,9014
Northumbria Healthcare NHS Foundation Trust,11,8,5,321080,14175,16670,17370,15674,13870,15874,16869,17370,17370,19666,23159,25757,24758,22562,22979,15771,10563,9568,4976,806090000,0.927567086,8914
Northumbria Healthcare NHS Foundation Trust,15,11,8,321080,14175,16670,17370,15674,13870,15874,16869,17370,17370,19666,23159,25757,24758,22562,22979,15771,10563,9568,4976,806090000,0.920251013,9749
Northumbria Healthcare NHS Foundation Trust,19,15,11,321080,14175,16670,17370,15674,13870,15874,16869,17370,17370,19666,23159,25757,24758,22562,22979,15771,10563,9568,4976,806090000,0.903704073,9227
Northumbria Healthcare NHS Foundation Trust,19,15,12,321080,14175,16670,17370,15674,13870,15874,16869,17370,17370,19666,23159,25757,24758,22562,22979,15771,10563,9568,4976,806090000,0.94195544,9375
Northumbria Healthcare NHS Foundation Trust,19,15,12,321080,14175,16670,17370,15674,13870,15874,16869,17370,17370,19666,23159,25757,24758,22562,22979,15771,10563,9568,4976,806090000,0.917664965,9247
Northumbria Healthcare NHS Foundation Trust,18,15,12,321080,14175,16670,17370,15674,13870,15874,16869,17370,17370,19666,23159,25757,24758,22562,22979,15771,10563,9568,4976,806090000,0.915654889,9078
Northumbria Healthcare NHS Foundation Trust,13,11,8,321080,14175,16670,17370,15674,13870,15874,16869,17370,17370,19666,23159,25757,24758,22562,22979,15771,10563,9568,4976,806090000,0.879184025,9804
Northumbria Healthcare NHS Foundation Trust,9,7,5,321080,14175,16670,17370,15674,13870,15874,16869,17370,17370,19666,23159,25757,24758,22562,22979,15771,10563,9568,4976,806090000,0.870273668,9917
Northumbria Healthcare NHS Foundation Trust,8,7,5,321080,14175,16670,17370,15674,13870,15874,16869,17370,17370,19666,23159,25757,24758,22562,22979,15771,10563,9568,4976,806090000,0.873937612,10168
Airedale NHS Foundation Trust,4,2,-1,14811,668,753,810,768,627,752,810,799,801,912,1125,1193,1087,962,1013,730,568,481,463,124824000,0.987327189,3472
Airedale NHS Foundation Trust,7,4,2,14811,668,753,810,768,627,752,810,799,801,912,1125,1193,1087,962,1013,730,568,481,463,124824000,0.991091314,3592
Airedale NHS Foundation Trust,9,5,2,14811,668,753,810,768,627,752,810,799,801,912,1125,1193,1087,962,1013,730,568,481,463,124824000,0.984,4500
Airedale NHS Foundation Trust,15,10,5,14811,668,753,810,768,627,752,810,799,801,912,1125,1193,1087,962,1013,730,568,481,463,124824000,0.98136646,4508
Airedale NHS Foundation Trust,13,10,6,14811,668,753,810,768,627,752,810,799,801,912,1125,1193,1087,962,1013,730,568,481,463,124824000,0.993408663,4248
Airedale NHS Foundation Trust,16,12,7,14811,668,753,810,768,627,752,810,799,801,912,1125,1193,1087,962,1013,730,568,481,463,124824000,0.983824929,4204
Airedale NHS Foundation Trust,17,13,9,14811,668,753,810,768,627,752,810,799,801,912,1125,1193,1087,962,1013,730,568,481,463,124824000,0.983591613,4388
Airedale NHS Foundation Trust,17,13,10,14811,668,753,810,768,627,752,810,799,801,912,1125,1193,1087,962,1013,730,568,481,463,124824000,0.988405797,4140
Airedale NHS Foundation Trust,16,13,10,14811,668,753,810,768,627,752,810,799,801,912,1125,1193,1087,962,1013,730,568,481,463,124824000,0.989729225,4284
Airedale NHS Foundation Trust,13,11,8,14811,668,753,810,768,627,752,810,799,801,912,1125,1193,1087,962,1013,730,568,481,463,124824000,0.879393285,4200
Airedale NHS Foundation Trust,10,8,6,14811,668,753,810,768,627,752,810,799,801,912,1125,1193,1087,962,1013,730,568,481,463,124824000,0.977045908,4008
Airedale NHS Foundation Trust,6,4,2,14811,668,753,810,768,627,752,810,799,801,912,1125,1193,1087,962,1013,730,568,481,463,124824000,0.97737069,3712
Airedale NHS Foundation Trust,6,3,1,14927,674,759,816,774,632,758,816,806,807,919,1134,1203,1095,970,1021,735,573,485,466,127548000,0.978439425,3896
Airedale NHS Foundation Trust,5,3,0,14927,674,759,816,774,632,758,816,806,807,919,1134,1203,1095,970,1021,735,573,485,466,127548000,0.95224977,4356
Airedale NHS Foundation Trust,11,7,3,14927,674,759,816,774,632,758,816,806,807,919,1134,1203,1095,970,1021,735,573,485,466,127548000,0.879393285,4460
Airedale NHS Foundation Trust,9,5,2,14927,674,759,816,774,632,758,816,806,807,919,1134,1203,1095,970,1021,735,573,485,466,127548000,0.946345976,4324
Airedale NHS Foundation Trust,14,10,5,14927,674,759,816,774,632,758,816,806,807,919,1134,1203,1095,970,1021,735,573,485,466,127548000,0.973751058,4724
Airedale NHS Foundation Trust,15,11,8,14927,674,759,816,774,632,758,816,806,807,919,1134,1203,1095,970,1021,735,573,485,466,127548000,0.977876106,4520
Airedale NHS Foundation Trust,16,13,10,14927,674,759,816,774,632,758,816,806,807,919,1134,1203,1095,970,1021,735,573,485,466,127548000,0.974774775,4440
Airedale NHS Foundation Trust,18,14,11,14927,674,759,816,774,632,758,816,806,807,919,1134,1203,1095,970,1021,735,573,485,466,127548000,0.967149758,4140
Airedale NHS Foundation Trust,15,11,8,14927,674,759,816,774,632,758,816,806,807,919,1134,1203,1095,970,1021,735,573,485,466,127548000,0.965485922,4404
Airedale NHS Foundation Trust,11,7,4,14927,674,759,816,774,632,758,816,806,807,919,1134,1203,1095,970,1021,735,573,485,466,127548000,0.938134811,4332
Airedale NHS Foundation Trust,7,5,2,14927,674,759,816,774,632,758,816,806,807,919,1134,1203,1095,970,1021,735,573,485,466,127548000,0.983151635,4036
Airedale NHS Foundation Trust,5,3,1,14927,674,759,816,774,632,758,816,806,807,919,1134,1203,1095,970,1021,735,573,485,466,127548000,0.962425278,4684
Airedale NHS Foundation Trust,4,2,0,15043,679,765,822,780,637,764,822,812,813,926,1143,1212,1104,977,1028,741,577,488,470,138179000,0.945770065,3688
Airedale NHS Foundation Trust,4,1,-1,15043,679,765,822,780,637,764,822,812,813,926,1143,1212,1104,977,1028,741,577,488,470,138179000,0.9498998,3992
Airedale NHS Foundation Trust,4,0,-2,15043,679,765,822,780,637,764,822,812,813,926,1143,1212,1104,977,1028,741,577,488,470,138179000,0.962708538,4076
Airedale NHS Foundation Trust,9,5,1,15043,679,765,822,780,637,764,822,812,813,926,1143,1212,1104,977,1028,741,577,488,470,138179000,0.944944945,3996
Airedale NHS Foundation Trust,13,9,4,15043,679,765,822,780,637,764,822,812,813,926,1143,1212,1104,977,1028,741,577,488,470,138179000,0.985279686,4076
Airedale NHS Foundation Trust,16,12,7,15043,679,765,822,780,637,764,822,812,813,926,1143,1212,1104,977,1028,741,577,488,470,138179000,0.991604478,4288
Airedale NHS Foundation Trust,22,17,11,15043,679,765,822,780,637,764,822,812,813,926,1143,1212,1104,977,1028,741,577,488,470,138179000,0.967830882,4352
Airedale NHS Foundation Trust,19,15,11,15043,679,765,822,780,637,764,822,812,813,926,1143,1212,1104,977,1028,741,577,488,470,138179000,0.982727273,4400
Airedale NHS Foundation Trust,16,12,8,15043,679,765,822,780,637,764,822,812,813,926,1143,1212,1104,977,1028,741,577,488,470,138179000,0.954382826,4472
Airedale NHS Foundation Trust,13,10,8,15043,679,765,822,780,637,764,822,812,813,926,1143,1212,1104,977,1028,741,577,488,470,138179000,0.916015625,4096
Airedale NHS Foundation Trust,7,5,2,15043,679,765,822,780,637,764,822,812,813,926,1143,1212,1104,977,1028,741,577,488,470,138179000,0.966701353,3844
Airedale NHS Foundation Trust,7,5,2,15043,679,765,822,780,637,764,822,812,813,926,1143,1212,1104,977,1028,741,577,488,470,138179000,0.947698745,3824
Airedale NHS Foundation Trust,6,3,2,15159,684,771,829,786,642,770,829,818,820,933,1152,1221,1112,985,1036,747,582,492,474,146963000,0.940251572,3816
Airedale NHS Foundation Trust,6,4,2,15159,684,771,829,786,642,770,829,818,820,933,1152,1221,1112,985,1036,747,582,492,474,146963000,0.970347648,3912
Airedale NHS Foundation Trust,10,6,2,15159,684,771,829,786,642,770,829,818,820,933,1152,1221,1112,985,1036,747,582,492,474,146963000,0.987854251,3952
Airedale NHS Foundation Trust,13,9,5,15159,684,771,829,786,642,770,829,818,820,933,1152,1221,1112,985,1036,747,582,492,474,146963000,0.941391941,4368
Airedale NHS Foundation Trust,14,10,6,15159,684,771,829,786,642,770,829,818,820,933,1152,1221,1112,985,1036,747,582,492,474,146963000,0.948210923,4248
Airedale NHS Foundation Trust,17,13,9,15159,684,771,829,786,642,770,829,818,820,933,1152,1221,1112,985,1036,747,582,492,474,146963000,0.969479354,4456
Airedale NHS Foundation Trust,20,16,11,15159,684,771,829,786,642,770,829,818,820,933,1152,1221,1112,985,1036,747,582,492,474,146963000,0.972477064,4360
Airedale NHS Foundation Trust,17,13,9,15159,684,771,829,786,642,770,829,818,820,933,1152,1221,1112,985,1036,747,582,492,474,146963000,0.977955912,3992
Airedale NHS Foundation Trust,18,13,9,15159,684,771,829,786,642,770,829,818,820,933,1152,1221,1112,985,1036,747,582,492,474,146963000,0.950867052,4152
Airedale NHS Foundation Trust,13,10,8,15159,684,771,829,786,642,770,829,818,820,933,1152,1221,1112,985,1036,747,582,492,474,146963000,0.968367347,3920
Airedale NHS Foundation Trust,9,7,5,15159,684,771,829,786,642,770,829,818,820,933,1152,1221,1112,985,1036,747,582,492,474,146963000,0.960446247,3944
Airedale NHS Foundation Trust,6,4,2,15159,684,771,829,786,642,770,829,818,820,933,1152,1221,1112,985,1036,747,582,492,474,146963000,0.861463415,4100
Airedale NHS Foundation Trust,5,3,0,15275,689,777,835,792,647,775,835,824,826,940,1160,1231,1121,992,1044,753,586,496,477,157701000,0.981111111,3600
Airedale NHS Foundation Trust,5,2,0,15275,689,777,835,792,647,775,835,824,826,940,1160,1231,1121,992,1044,753,586,496,477,157701000,0.97025641,3900
Airedale NHS Foundation Trust,8,5,2,15275,689,777,835,792,647,775,835,824,826,940,1160,1231,1121,992,1044,753,586,496,477,157701000,0.944927536,4140
Airedale NHS Foundation Trust,16,12,7,15275,689,777,835,792,647,775,835,824,826,940,1160,1231,1121,992,1044,753,586,496,477,157701000,0.942100732,4646
Airedale NHS Foundation Trust,17,14,9,15275,689,777,835,792,647,775,835,824,826,940,1160,1231,1121,992,1044,753,586,496,477,157701000,0.958388086,4566
Airedale NHS Foundation Trust,18,14,11,15275,689,777,835,792,647,775,835,824,826,940,1160,1231,1121,992,1044,753,586,496,477,157701000,0.975604347,4509
Airedale NHS Foundation Trust,15,11,8,15275,689,777,835,792,647,775,835,824,826,940,1160,1231,1121,992,1044,753,586,496,477,157701000,0.970607735,4525
Airedale NHS Foundation Trust,13,9,6,15275,689,777,835,792,647,775,835,824,826,940,1160,1231,1121,992,1044,753,586,496,477,157701000,0.95069808,4584
Airedale NHS Foundation Trust,11,8,6,15275,689,777,835,792,647,775,835,824,826,940,1160,1231,1121,992,1044,753,586,496,477,157701000,0.94418276,4246
Airedale NHS Foundation Trust,10,8,5,15275,689,777,835,792,647,775,835,824,826,940,1160,1231,1121,992,1044,753,586,496,477,157701000,0.943486155,4406
Airedale NHS Foundation Trust,6,4,2,15391,695,783,841,798,652,781,841,831,832,948,1169,1240,1129,1000,1052,758,591,500,481,164375000,0.961698402,4569
Airedale NHS Foundation Trust,6,3,1,15391,695,783,841,798,652,781,841,831,832,948,1169,1240,1129,1000,1052,758,591,500,481,164375000,0.934210526,4332
Airedale NHS Foundation Trust,8,4,1,15391,695,783,841,798,652,781,841,831,832,948,1169,1240,1129,1000,1052,758,591,500,481,164375000,0.969560776,4895
Airedale NHS Foundation Trust,9,6,2,15391,695,783,841,798,652,781,841,831,832,948,1169,1240,1129,1000,1052,758,591,500,481,164375000,0.934925504,4564
Airedale NHS Foundation Trust,14,10,6,15391,695,783,841,798,652,781,841,831,832,948,1169,1240,1129,1000,1052,758,591,500,481,164375000,0.92423945,5095
Airedale NHS Foundation Trust,17,13,9,15391,695,783,841,798,652,781,841,831,832,948,1169,1240,1129,1000,1052,758,591,500,481,164375000,0.9414791,4665
Airedale NHS Foundation Trust,18,14,10,15391,695,783,841,798,652,781,841,831,832,948,1169,1240,1129,1000,1052,758,591,500,481,164375000,0.903200625,5124
Airedale NHS Foundation Trust,18,15,11,15391,695,783,841,798,652,781,841,831,832,948,1169,1240,1129,1000,1052,758,591,500,481,164375000,0.888142707,4765
Airedale NHS Foundation Trust,18,14,11,15391,695,783,841,798,652,781,841,831,832,948,1169,1240,1129,1000,1052,758,591,500,481,164375000,0.913402498,4723
Airedale NHS Foundation Trust,12,9,6,15391,695,783,841,798,652,781,841,831,832,948,1169,1240,1129,1000,1052,758,591,500,481,164375000,0.901690025,4852
Airedale NHS Foundation Trust,7,4,2,15391,695,783,841,798,652,781,841,831,832,948,1169,1240,1129,1000,1052,758,591,500,481,164375000,0.908178844,4585
Airedale NHS Foundation Trust,8,6,4,15391,695,783,841,798,652,781,841,831,832,948,1169,1240,1129,1000,1052,758,591,500,481,168955000,0.869915651,5335
Airedale NHS Foundation Trust,5,3,1,15507,700,789,848,804,657,787,848,837,838,955,1178,1249,1138,1007,1060,764,595,503,484,168955000,0.883907126,4996
Airedale NHS Foundation Trust,7,5,3,15507,700,789,848,804,657,787,848,837,838,955,1178,1249,1138,1007,1060,764,595,503,484,168955000,0.944505134,4577
Airedale NHS Foundation Trust,10,7,4,15507,700,789,848,804,657,787,848,837,838,955,1178,1249,1138,1007,1060,764,595,503,484,168955000,0.930839416,5480
Airedale NHS Foundation Trust,11,7,3,15507,700,789,848,804,657,787,848,837,838,955,1178,1249,1138,1007,1060,764,595,503,484,168955000,0.932681459,5318
Airedale NHS Foundation Trust,15,11,7,15507,700,789,848,804,657,787,848,837,838,955,1178,1249,1138,1007,1060,764,595,503,484,168955000,0.937369882,5764
Airedale NHS Foundation Trust,17,14,10,15507,700,789,848,804,657,787,848,837,838,955,1178,1249,1138,1007,1060,764,595,503,484,168955000,0.952249263,5424
Airedale NHS Foundation Trust,18,14,11,15507,700,789,848,804,657,787,848,837,838,955,1178,1249,1138,1007,1060,764,595,503,484,168955000,0.956499133,5770
Airedale NHS Foundation Trust,18,14,11,15507,700,789,848,804,657,787,848,837,838,955,1178,1249,1138,1007,1060,764,595,503,484,168955000,0.931674641,5225
Airedale NHS Foundation Trust,15,12,9,15507,700,789,848,804,657,787,848,837,838,955,1178,1249,1138,1007,1060,764,595,503,484,168955000,0.931563741,5538
Airedale NHS Foundation Trust,14,11,9,15507,700,789,848,804,657,787,848,837,838,955,1178,1249,1138,1007,1060,764,595,503,484,168955000,0.941229493,5547
Airedale NHS Foundation Trust,8,6,4,15507,700,789,848,804,657,787,848,837,838,955,1178,1249,1138,1007,1060,764,595,503,484,168955000,0.928545052,5416
Airedale NHS Foundation Trust,6,4,2,15507,700,789,848,804,657,787,848,837,838,955,1178,1249,1138,1007,1060,764,595,503,484,168955000,0.908642395,5878
Airedale NHS Foundation Trust,6,4,2,15623,705,795,854,810,662,793,854,843,845,962,1187,1259,1146,1015,1068,770,599,507,488,185716000,0.925645756,5420
Airedale NHS Foundation Trust,4,2,0,15623,705,795,854,810,662,793,854,843,845,962,1187,1259,1146,1015,1068,770,599,507,488,185716000,0.913491896,4751
Airedale NHS Foundation Trust,6,3,1,15623,705,795,854,810,662,793,854,843,845,962,1187,1259,1146,1015,1068,770,599,507,488,185716000,0.934107824,5509
Airedale NHS Foundation Trust,11,8,5,15623,705,795,854,810,662,793,854,843,845,962,1187,1259,1146,1015,1068,770,599,507,488,185716000,0.922694644,4681
Airedale NHS Foundation Trust,17,13,8,15623,705,795,854,810,662,793,854,843,845,962,1187,1259,1146,1015,1068,770,599,507,488,185716000,0.929974651,5356
Airedale NHS Foundation Trust,19,15,11,15623,705,795,854,810,662,793,854,843,845,962,1187,1259,1146,1015,1068,770,599,507,488,185716000,0.932091242,4889
Airedale NHS Foundation Trust,22,18,13,15623,705,795,854,810,662,793,854,843,845,962,1187,1259,1146,1015,1068,770,599,507,488,185716000,0.916406635,5277
Airedale NHS Foundation Trust,19,15,12,15623,705,795,854,810,662,793,854,843,845,962,1187,1259,1146,1015,1068,770,599,507,488,185716000,0.897821577,4968
Airedale NHS Foundation Trust,15,12,9,15623,705,795,854,810,662,793,854,843,845,962,1187,1259,1146,1015,1068,770,599,507,488,185716000,0.90238764,4905
Airedale NHS Foundation Trust,13,10,7,15623,705,795,854,810,662,793,854,843,845,962,1187,1259,1146,1015,1068,770,599,507,488,185716000,0.92716008,5019
Airedale NHS Foundation Trust,9,7,5,15623,705,795,854,810,662,793,854,843,845,962,1187,1259,1146,1015,1068,770,599,507,488,185716000,0.934574372,4731
Airedale NHS Foundation Trust,8,6,4,15623,705,795,854,810,662,793,854,843,845,962,1187,1259,1146,1015,1068,770,599,507,488,185716000,0.875497147,5101
Airedale NHS Foundation Trust,5,3,1,15739,710,801,860,816,667,799,860,849,851,969,1196,1268,1155,1023,1076,775,604,511,492,185716000,0.87752655,5103
Airedale NHS Foundation Trust,9,6,4,15739,710,801,860,816,667,799,860,849,851,969,1196,1268,1155,1023,1076,775,604,511,492,185716000,0.88590604,4671
Airedale NHS Foundation Trust,9,7,4,15739,710,801,860,816,667,799,860,849,851,969,1196,1268,1155,1023,1076,775,604,511,492,210097000,0.877896161,5083
Airedale NHS Foundation Trust,12,8,4,15739,710,801,860,816,667,799,860,849,851,969,1196,1268,1155,1023,1076,775,604,511,492,210097000,0.860941734,5211
Airedale NHS Foundation Trust,14,10,6,15739,710,801,860,816,667,799,860,849,851,969,1196,1268,1155,1023,1076,775,604,511,492,210097000,0.898402019,5288
Airedale NHS Foundation Trust,16,13,10,15739,710,801,860,816,667,799,860,849,851,969,1196,1268,1155,1023,1076,775,604,511,492,210097000,0.859191431,5221
Airedale NHS Foundation Trust,20,17,13,15739,710,801,860,816,667,799,860,849,851,969,1196,1268,1155,1023,1076,775,604,511,492,210097000,0.904807539,5674
Airedale NHS Foundation Trust,19,16,13,15739,710,801,860,816,667,799,860,849,851,969,1196,1268,1155,1023,1076,775,604,511,492,210097000,0.883069224,5360
Airedale NHS Foundation Trust,16,13,10,15739,710,801,860,816,667,799,860,849,851,969,1196,1268,1155,1023,1076,775,604,511,492,210097000,0.882561078,5225
Airedale NHS Foundation Trust,11,9,7,15739,710,801,860,816,667,799,860,849,851,969,1196,1268,1155,1023,1076,775,604,511,492,210097000,0.853528628,5370
Airedale NHS Foundation Trust,7,5,3,15739,710,801,860,816,667,799,860,849,851,969,1196,1268,1155,1023,1076,775,604,511,492,210097000,0.829651941,5217
Airedale NHS Foundation Trust,7,5,3,15739,710,801,860,816,667,799,860,849,851,969,1196,1268,1155,1023,1076,775,604,511,492,210097000,0.782326186,5397
Airedale NHS Foundation Trust,7,5,3,15855,716,807,867,822,672,805,867,856,857,976,1204,1277,1163,1030,1084,781,608,515,495,228000000,0.805860178,5138
Airedale NHS Foundation Trust,7,4,2,15855,716,807,867,822,672,805,867,856,857,976,1204,1277,1163,1030,1084,781,608,515,495,228000000,0.864396999,4593
Airedale NHS Foundation Trust,8,5,2,15855,716,807,867,822,672,805,867,856,857,976,1204,1277,1163,1030,1084,781,608,515,495,228000000,0.87040661,4145
Airedale NHS Foundation Trust,13,5,9,15855,716,807,867,822,672,805,867,856,857,976,1204,1277,1163,1030,1084,781,608,515,495,228000000,0.912157861,2953
Airedale NHS Foundation Trust,5,11,7,15855,716,807,867,822,672,805,867,856,857,976,1204,1277,1163,1030,1084,781,608,515,495,228000000,0.926231497,3858
Airedale NHS Foundation Trust,17,14,10,15855,716,807,867,822,672,805,867,856,857,976,1204,1277,1163,1030,1084,781,608,515,495,228000000,0.938217123,4216
Airedale NHS Foundation Trust,17,14,11,15855,716,807,867,822,672,805,867,856,857,976,1204,1277,1163,1030,1084,781,608,515,495,228000000,0.937314025,4668
Airedale NHS Foundation Trust,19,16,13,15855,716,807,867,822,672,805,867,856,857,976,1204,1277,1163,1030,1084,781,608,515,495,228000000,0.902207002,4913
Airedale NHS Foundation Trust,16,13,9,15855,716,807,867,822,672,805,867,856,857,976,1204,1277,1163,1030,1084,781,608,515,495,228000000,0.865252294,4927
Airedale NHS Foundation Trust,11,9,7,15855,716,807,867,822,672,805,867,856,857,976,1204,1277,1163,1030,1084,781,608,515,495,228000000,0.822962666,4574
Airedale NHS Foundation Trust,10,7,5,15855,716,807,867,822,672,805,867,856,857,976,1204,1277,1163,1030,1084,781,608,515,495,228000000,0.849177331,4056
Airedale NHS Foundation Trust,6,4,2,15855,716,807,867,822,672,805,867,856,857,976,1204,1277,1163,1030,1084,781,608,515,495,228000000,0.865892972,4347
Airedale NHS Foundation Trust,3,2,0,16084,726,818,879,834,681,817,879,868,870,990,1222,1296,1180,1045,1100,792,617,522,502,241000000,0.849099612,4096
Airedale NHS Foundation Trust,6,3,1,16084,726,818,879,834,681,817,879,868,870,990,1222,1296,1180,1045,1100,792,617,522,502,241000000,0.849914863,3833
Airedale NHS Foundation Trust,9,6,3,16084,726,818,879,834,681,817,879,868,870,990,1222,1296,1180,1045,1100,792,617,522,502,241000000,0.879354602,5049
Airedale NHS Foundation Trust,9,6,2,16084,726,818,879,834,681,817,879,868,870,990,1222,1296,1180,1045,1100,792,617,522,502,241000000,0.855202121,5733
Airedale NHS Foundation Trust,12,8,5,16084,726,818,879,834,681,817,879,868,870,990,1222,1296,1180,1045,1100,792,617,522,502,241000000,0.8334375,6061
Airedale NHS Foundation Trust,18,14,10,16084,726,818,879,834,681,817,879,868,870,990,1222,1296,1180,1045,1100,792,617,522,502,241000000,0.777911164,6302
Airedale NHS Foundation Trust,20,16,13,16084,726,818,879,834,681,817,879,868,870,990,1222,1296,1180,1045,1100,792,617,522,502,241000000,0.72066715,6546
Airedale NHS Foundation Trust,18,15,11,16084,726,818,879,834,681,817,879,868,870,990,1222,1296,1180,1045,1100,792,617,522,502,241000000,0.725060435,5890
Airedale NHS Foundation Trust,18,14,11,16084,726,818,879,834,681,817,879,868,870,990,1222,1296,1180,1045,1100,792,617,522,502,241000000,0.733058898,5996
Airedale NHS Foundation Trust,13,11,8,16084,726,818,879,834,681,817,879,868,870,990,1222,1296,1180,1045,1100,792,617,522,502,241000000,0.678871923,6117
Airedale NHS Foundation Trust,9,7,5,16084,726,818,879,834,681,817,879,868,870,990,1222,1296,1180,1045,1100,792,617,522,502,241000000,0.639181951,5827
Airedale NHS Foundation Trust,7,5,3,16084,726,818,879,834,681,817,879,868,870,990,1222,1296,1180,1045,1100,792,617,522,502,262000000,0.62462261,5646
Airedale NHS Foundation Trust,7,4,2,16200,731,824,886,840,686,822,886,874,876,997,1231,1305,1189,1053,1108,798,622,526,506,262000000,0.631597344,5433
Airedale NHS Foundation Trust,8,5,3,16200,731,824,886,840,686,822,886,874,876,997,1231,1305,1189,1053,1108,798,622,526,506,262000000,0.623954925,5233
Airedale NHS Foundation Trust,10,6,3,16200,731,824,886,840,686,822,886,874,876,997,1231,1305,1189,1053,1108,798,622,526,506,262000000,0.646472055,6487
Airedale NHS Foundation Trust,11,8,4,16200,731,824,886,840,686,822,886,874,876,997,1231,1305,1189,1053,1108,798,622,526,506,262000000,0.598427776,5850
Airedale NHS Foundation Trust,15,11,8,16200,731,824,886,840,686,822,886,874,876,997,1231,1305,1189,1053,1108,798,622,526,506,262000000,0.639001047,6378
Airedale NHS Foundation Trust,18,14,9,16200,731,824,886,840,686,822,886,874,876,997,1231,1305,1189,1053,1108,798,622,526,506,262000000,0.6280627,6281
Airedale NHS Foundation Trust,21,17,12,16200,731,824,886,840,686,822,886,874,876,997,1231,1305,1189,1053,1108,798,622,526,506,262000000,0.582265276,6388
Airedale NHS Foundation Trust,21,17,12,16200,731,824,886,840,686,822,886,874,876,997,1231,1305,1189,1053,1108,798,622,526,506,262000000,0.595030655,5869
Airedale NHS Foundation Trust,16,13,9,16200,731,824,886,840,686,822,886,874,876,997,1231,1305,1189,1053,1108,798,622,526,506,262000000,0.627381555,5643
Airedale NHS Foundation Trust,14,11,9,16200,731,824,886,840,686,822,886,874,876,997,1231,1305,1189,1053,1108,798,622,526,506,262000000,0.567821301,5855
Airedale NHS Foundation Trust,10,8,6,16200,731,824,886,840,686,822,886,874,876,997,1231,1305,1189,1053,1108,798,622,526,506,262000000,0.516465863,5941
Airedale NHS Foundation Trust,5,3,1,16200,731,824,886,840,686,822,886,874,876,997,1231,1305,1189,1053,1108,798,622,526,506,262000000,0.456541912,6208
Airedale NHS Foundation Trust,6,4,2,16316,736,830,892,846,691,828,892,881,882,1005,1240,1315,1197,1060,1116,804,626,530,510,283000000,0.573446839,5224
Airedale NHS Foundation Trust,9,6,3,16316,736,830,892,846,691,828,892,881,882,1005,1240,1315,1197,1060,1116,804,626,530,510,283000000,0.552898412,4925
Airedale NHS Foundation Trust,8,5,2,16316,736,830,892,846,691,828,892,881,882,1005,1240,1315,1197,1060,1116,804,626,530,510,283000000,0.568707483,5573
Airedale NHS Foundation Trust,11,7,4,16316,736,830,892,846,691,828,892,881,882,1005,1240,1315,1197,1060,1116,804,626,530,510,283000000,0.577907182,5413
